id,who,education,lockdown,politics,bussiness,travel,vaccine,covidstats,entertainment
040a4a8d19b58394,0.0113344835,0.0035104107,0.005134742,0.035802554,0.007422233,0.012078233,0.009703989,0.16499865,0.8218243
009846b7926aa0c2,0.0116307065,0.0016404104,0.0020116435,0.009930126,0.05521979,0.002348683,0.9918955,0.8651577,0.00095886725
091505258ceb96a6,0.018543126,0.006514828,0.005331037,0.031195488,0.019084707,0.0030975244,0.99894893,0.02204451,0.021142077
002fb627b19c4c0b,0.014948203,0.95348144,0.008082322,0.03522156,0.013587147,0.01001601,0.82443345,0.09827864,0.0069400812
0789c333b3929449,0.0062930593,0.0051041897,0.0053092204,0.0030081163,0.0027889793,0.0043308255,0.004852807,0.99510866,0.003288297
0061e98945132728,0.037992597,0.01911451,0.0058159633,0.01580513,0.5140557,0.0075514712,0.9953818,0.050555013,0.0033445263
00a475913f684e36,0.0058426354,0.01923931,0.9863447,0.007738071,0.014423497,0.019169098,0.016475992,0.20046698,0.022969328
07a75abb79cb5534,0.010725941,0.00496157,0.0014726958,0.006442679,0.19943255,0.0018024696,0.9932433,0.63268554,0.00095278444
05da992c920a9667,0.011717518,0.010765905,0.0025492278,0.0056557665,0.0036417628,0.016203502,0.005392183,0.45029578,0.71865153
02a185db70b84e43,0.02455177,0.004353628,0.013071862,0.8016705,0.0067077037,0.0021875706,0.0012406507,0.25272086,0.016235946
070c41b6bce73beb,0.43880716,0.00142225,0.0102597475,0.12859528,0.0071833027,0.008382589,0.012947709,0.46733087,0.017265813
091cfd8b524183d1,0.005538919,0.0038825804,0.005518235,0.0050716354,0.005691606,0.0030024897,0.0074603083,0.99704885,0.0019101923
003ea5201eae8fec,0.0053899717,0.018895177,0.10396065,0.03907561,0.0040744697,0.0068749264,0.003143604,0.79749924,0.001625032
0606c74e7baf5fa7,0.0055332803,0.005328969,0.013943832,0.018158495,0.01067095,0.030125156,0.97882694,0.048442826,0.002640771
0961b69c21ef00db,0.036180634,0.005036964,0.00601119,0.0029284023,0.018652976,0.010197377,0.6890372,0.014089225,0.9495767
0102063eba917e84,0.095363736,0.004044146,0.021073055,0.074772075,0.0058801714,0.0062369276,0.0136612095,0.7935046,0.0012128951
03ed01540c1dac47,0.05150917,0.009144075,0.006326149,0.030081308,0.75373065,0.019300234,0.9945968,0.23439716,0.0037144895
04dbc74942771d05,0.010097266,0.037437674,0.04626826,0.011751249,0.0571842,0.977482,0.014784178,0.10817729,0.05765399
00b8c894575e5fd0,0.0104207825,0.013575093,0.98066944,0.025258945,0.33206978,0.28754458,0.046431128,0.03488864,0.027678354
04c19643eb1c8feb,0.005058973,0.014700435,0.006157858,0.0058303177,0.0036864514,0.005337521,0.017537247,0.99350893,0.0013077727
091a47ad77dd026a,0.015546458,0.046492785,0.018158942,0.015381842,0.0033216146,0.008164646,0.0038071282,0.9834012,0.002304066
0648fb719dd69da6,0.10889446,0.0016047477,0.0011250933,0.1649626,0.1346357,0.009099106,0.93136096,0.15449646,0.00075704337
08e9c0567e92be47,0.042924784,0.003270543,0.008487494,0.8829016,0.047160346,0.0016482272,0.9260572,0.0132043315,0.0070427964
00cd1030c4bba2db,0.032072183,0.01793904,0.0013839041,0.010780036,0.6399052,0.0035495362,0.9867505,0.071316056,0.0034597896
0001ea8717f6de06,0.015018232,0.0009594786,0.0022989223,0.016060464,0.013555377,0.004138401,0.97037965,0.90545446,0.001099674
003c73565c434b4b,0.011892717,0.005728845,0.005535624,0.0038803623,0.0039696917,0.003515734,0.004268257,0.9968624,0.0033593916
073de6af73264c28,0.14152332,0.00043672597,0.0017296927,0.76710993,0.009265842,0.0021525638,0.1783051,0.24461874,0.006015876
00bca827b39dd487,0.0037478057,0.0040915655,0.009730285,0.03352007,0.9377106,0.33638442,0.017145945,0.06873515,0.02519025
0391b223a0d6648a,0.023890499,0.0029201533,0.0034455587,0.01413833,0.07653487,0.010977999,0.9977825,0.03499684,0.06233387
08d38c8e2931feb7,0.004088602,0.029513655,0.9936797,0.023711907,0.021145327,0.0872175,0.02798947,0.05775884,0.015404093
0612a4f5d860721a,0.0047161016,0.05287992,0.95255375,0.015151754,0.7768439,0.05015225,0.048655294,0.020234697,0.032216016
025b3d67a945de9d,0.16387372,0.00057302864,0.0052812365,0.7409392,0.0029231706,0.0017458983,0.1188977,0.10698886,0.014508631
037b3b72e9bc12c8,0.0015405195,0.4825507,0.15021253,0.024096804,0.10174619,0.699633,0.0049859374,0.072095454,0.016394395
08168922668fb462,0.030940548,0.002791738,0.012360565,0.011554184,0.015136371,0.0035635757,0.024131496,0.93329954,0.003687841
