id,who,education,lockdown,politics,bussiness,travel,vaccine,covidstats,entertainment
073de6af73264c28,0.03182774,0.004840115,0.0046352283,0.120169304,0.083847895,0.03057271,0.42555085,0.032887045,0.013383686
00bca827b39dd487,0.05938867,0.008620404,0.007896357,0.070018314,0.20340665,0.22976376,0.039425686,0.017478494,0.010727691
0391b223a0d6648a,0.007900255,0.0028273694,0.006830337,0.02692372,0.0070771854,0.0014702533,0.99960214,0.0074908766,0.01687097
08d38c8e2931feb7,0.0039257985,0.013839132,0.88366145,0.0016744974,0.010646874,0.009428501,0.003906768,0.19127533,0.008481396
0612a4f5d860721a,0.00038775845,0.0007685555,0.9325056,0.0014599882,0.39822552,0.00897253,0.0022360065,0.003934523,0.0028256637
025b3d67a945de9d,0.013261652,0.007601502,0.0014352403,0.14944448,0.0056793243,0.0048578237,0.13275209,0.0027349696,0.17234425
037b3b72e9bc12c8,0.0061000367,0.1246325,0.4910636,0.021852741,0.005688083,0.007134502,0.010947696,0.02828516,0.009375014
08168922668fb462,0.04234607,0.013390134,0.014108339,0.14993612,0.013635558,0.060881753,0.02855718,0.31284484,0.01357706
05678b13352d544f,0.0042422377,0.003444508,0.0011724628,0.0016102737,0.003430541,0.0022452231,0.0022091256,0.9994854,0.006413091
033d8c9effaeb809,0.0046270466,0.001966174,0.0013605161,0.0010420643,0.0014965315,0.0016573463,0.0020944932,0.99987,0.0077194436
0353968d083c3277,0.014537,0.0026653998,0.0016012084,0.008026177,0.51281464,0.026462931,0.053775594,0.002415126,0.04103519
067556446512a2e4,0.0042680986,0.0020523067,0.0014558121,0.0020837965,0.0024577393,0.0037658988,0.0052582254,0.9990525,0.0076388544
01f4ca4e40df720e,0.004514419,0.0018980246,0.0014975243,0.9017946,0.0027412807,0.002018404,0.030460203,0.005257268,0.022146814
04665d9e951d4dba,0.026327139,0.9691443,0.0012020493,0.005354225,0.002224336,0.0018489257,0.004827247,0.27175638,0.015762337
08e763e6f4626d80,0.038170055,0.005354868,0.004283536,0.020203449,0.011598838,0.03461233,0.22272162,0.020756958,0.09475027
00e62171e977b5e7,0.057407953,0.012312216,0.027749348,0.0043634507,0.08678124,0.38245985,0.78304774,0.17072304,0.0034734062
06f7352eb2d3c736,0.025498735,0.022198167,0.0051279305,0.34741315,0.011139889,0.04287491,0.15922375,0.06856938,0.017044589
0917821d4d23f83e,0.031244265,0.011842553,0.0042037987,0.02163868,0.004978926,0.013374079,0.97903305,0.03257965,0.0032004446
055b9b8e7daf0733,0.0025594826,0.0087442435,0.0008070709,0.014275967,0.0003599586,0.0015806104,0.023298087,0.0042269626,0.9129158
021a719959344c9b,0.020913698,0.0025509961,0.003770157,0.01630413,0.00654347,0.0144303655,0.100775324,0.9811446,0.10174749
05f6292cc85edef4,0.04356104,0.00872847,0.01655674,0.018480819,0.0031754845,0.020343635,0.0030490293,0.92924666,0.04584107
08d1c09405630e8d,0.0067738364,0.0012346121,0.007365738,0.007845452,0.16623192,0.04259489,0.010477813,0.0071722353,0.11778701
0135f14da5942748,0.039766565,0.036806017,0.0064247325,0.10393247,0.00726973,0.019707186,0.02875714,0.059839614,0.017390408
02046058935d0121,0.013066173,0.0024509425,0.0048867343,0.012685443,0.5616406,0.036624487,0.021854239,0.009960348,0.010017112
08f29a9c4c47b9f4,0.032262914,0.0065443595,0.010962203,0.012832426,0.007909091,0.0060451636,0.99952424,0.09824987,0.0073307236
05d38bbc75d42bb3,0.006098588,0.007161931,0.0028246227,0.008202001,0.0044283634,0.0070814122,0.002899152,0.99209684,0.006832149
05476ab5020a7bb1,0.007720711,0.000973477,0.0019758118,0.019507876,0.020449162,0.0064995294,0.11709646,0.0057727783,0.4383714
05913fd23ea1f73b,0.019903636,0.0050277985,0.001301258,0.0019549488,0.0033679488,0.006040129,0.82492524,0.99784803,0.007209129
043f7ac6cc581ac7,0.018208986,0.0047171623,0.004878801,0.008122296,0.9900843,0.032655302,0.8930055,0.056190148,0.005724452
08c5bfae5a9d26a3,0.004706641,0.002007944,0.0009448923,0.17171392,0.0010130738,0.00089306006,0.0034452116,0.009959821,0.567464
03d33b1f359728c8,0.048104893,0.0080535,0.013832118,0.48068807,0.08809366,0.054037962,0.08270143,0.07120373,0.0047446233
055ed1609c557671,0.010498637,0.0009728321,0.0048868433,0.020798478,0.13350306,0.01988064,0.0140445065,0.0069038547,0.105391085
0595f2bdd15cf9de,0.0076326216,0.008016502,0.00036774608,0.0021121746,0.0028759227,0.0016391707,0.00808695,0.99958193,0.009137312
07ee1857b2643feb,0.002535408,0.0016062434,0.013605398,0.14331034,0.010073407,0.0076292166,0.005416535,0.0042292313,0.082714275
02098ef0247c02e3,0.019437622,0.0032824385,0.0039434773,0.42726308,0.18149488,0.017328264,0.04729734,0.07709559,0.016396962
07437e5ccd732959,0.039710004,0.014272921,0.005496683,0.2256207,0.014543963,0.018356835,0.03547278,0.040076505,0.021164512
04171280df736fab,0.022683227,0.011454285,0.0029798823,0.035821334,0.0017017534,0.008968434,0.89570254,0.014654501,0.029363725
08bd4dc1a0915dc8,0.014228103,0.008741827,0.009674167,0.052421484,0.007631785,0.0072352365,0.99799037,0.16086294,0.009871127
00fa6f5aa87501ea,0.029685663,0.027681112,0.11022791,0.0106676025,0.13928063,0.20730564,0.008606938,0.010096046,0.0035647
02f9af6d246f7a5c,0.0020843293,0.002003729,0.054079693,0.2437487,0.013389642,0.010257365,0.014038333,0.0036574008,0.032384247
06bcbf05378e6a50,0.029662775,0.007882373,0.008950001,0.04806782,0.3184549,0.096910864,0.023106327,0.022370657,0.012457881
048a53c1196ce711,0.030398238,0.72269636,0.0044006375,0.0101836445,0.007886234,0.011891109,0.015596504,0.01856265,0.02636737
01a01c97d562a4f9,0.017425094,0.003849349,0.0026703961,0.013966462,0.0051593953,0.008816871,0.98765415,0.9460647,0.006185778
02c4ce1a67b651d3,0.008964325,0.003002163,0.0029771747,0.18394758,0.19545163,0.00914361,0.20246224,0.034473434,0.0075337663
0489e1c508fd6b8a,0.049498525,0.0023393477,0.007944267,0.01014741,0.19969103,0.12768237,0.5765425,0.023434442,0.007945628
07a1a051fa0979fd,0.012540799,0.0011440662,0.010957102,0.04334237,0.016360588,0.015886677,0.028844316,0.031775225,0.33964565
04b6a73b947cac75,0.005085854,0.0026226495,0.0005864662,0.0019668273,0.0021393888,0.0019203796,0.0040488057,0.9998904,0.010135253
06900156554af6ef,0.012895448,0.0072142878,0.0036768718,0.015469543,0.0016224736,0.005529291,0.9913277,0.97093576,0.015362773
02228198f7d4cbf9,0.016210148,0.013719713,0.006265368,0.6045947,0.00690072,0.0071113952,0.015735691,0.02115391,0.035675615
06ed57ecd6460ded,0.10393169,0.035500728,0.0074594426,0.0045073167,0.0017641557,0.019260574,0.98306286,0.03762156,0.014358987
093411e068556b43,0.013774569,0.010400936,0.003533686,0.06908896,0.0034787117,0.003079696,0.97978556,0.031038413,0.006429744
04938d5d387e7981,0.021800214,0.02158343,0.030221218,0.009700448,0.014553022,0.008699007,0.0027882752,0.40031794,0.032047518
04924ae2d8f721e6,0.018329307,0.008813904,0.0020580052,0.013347435,0.014155767,0.007013728,0.6332606,0.99525326,0.010862626
030cf7f9c57fa000,0.0060935873,0.0026617823,0.0034291088,0.018580187,0.004604984,0.003911816,0.11620643,0.014618384,0.21974593
054780b0d8dfb200,0.0035987268,0.0012525307,0.0043592583,0.0044322945,0.0044548293,0.035660617,0.03265478,0.004694612,0.7562294
0864e7095efae315,0.0041057416,0.0045117564,0.54544127,0.013176065,0.020823408,0.03564625,0.013216639,0.13409862,0.04492094
01c25e88206884b0,0.021852817,0.00268572,0.0262422,0.09592123,0.06620274,0.049248263,0.015757833,0.56326455,0.005662555
075bd9b9449da9a0,0.004395906,0.00923594,0.8179038,0.0061107744,0.020393731,0.03973535,0.0047067613,0.17387967,0.056795023
006ed2d32c694d2f,0.007941814,0.076736756,0.88961124,0.01844557,0.053951174,0.010955944,0.013181046,0.2602692,0.0050287074
01df01b46ed8383b,0.00041980515,0.0039325524,0.9906677,0.011210348,0.011395781,0.0016970662,0.0019246314,0.005026005,0.0025015038
000bf0a9894b2807,0.0049747345,0.084137596,0.74530494,0.0026614605,0.010792888,0.014883673,0.008691112,0.011567992,0.03367515
02ee5ff7122c37ae,0.04866468,0.030500319,0.0028288164,0.154465,0.015677772,0.016474934,0.778606,0.3352939,0.006593475
06019e2616cdd8a8,0.0012463834,0.0011954308,0.0013500392,0.13297637,0.0025312544,0.0014207839,0.0047484073,0.0020713056,0.31961334
033aba22ae89afac,0.0013683335,0.0014870642,0.000809462,0.017849132,0.0002233367,0.00057588785,0.08196247,0.006624088,0.9191504
03fc5a33d5c93436,0.015586815,0.004534054,0.109427676,0.031303894,0.010508693,0.05217906,0.007045628,0.64680636,0.024616601
003994b922637eee,0.02011611,0.004485522,0.00943555,0.021498835,0.6432418,0.020328553,0.9945784,0.66582215,0.0035757124
05928f8cd3de8daf,0.0040551005,0.9941817,0.08029982,0.0017748906,0.002293228,0.0014926825,0.00666026,0.028185334,0.013452091
08b5c422ddf5586f,0.004281175,0.0055359234,0.001443132,0.96353614,0.011103149,0.001487958,0.035202358,0.023451641,0.003070592
08a0016df2598880,0.006684076,0.010680392,0.0003815963,0.16658907,0.000415613,0.0006083087,0.10280554,0.016009102,0.2344979
04483cf055ed2e7c,0.0012407079,0.002047745,0.0009820093,0.0031730724,0.0004129473,0.0011263347,0.008352504,0.0026444586,0.97994196
072610c3cae10389,0.010676438,0.0071869628,0.002116237,0.0060696173,0.0024485865,0.007618759,0.01301921,0.9939852,0.009120939
031a915b029bf2a2,0.00048109083,0.00022970463,0.0061417264,0.0054915682,0.013074371,0.0002904426,0.0021359324,0.0046289116,0.8389032
029dba4c55e13944,0.0011349926,0.0007659526,0.009321512,0.06987382,0.0061134654,0.0016420824,0.0065000867,0.0017947177,0.2597876
040e189ae3c25747,0.009631797,0.010896323,0.00050362904,0.0021011294,0.0023490395,0.003350788,0.07021389,0.99578094,0.005183144
08566110697466f7,0.07655254,0.022502592,0.010326354,0.007537436,0.018777747,0.5000327,0.91528547,0.0023294487,0.0076416247
033477b7aacba258,0.02604304,0.02177986,0.0023025428,0.0479071,0.0049998974,0.0114782555,0.6202133,0.005516027,0.02212511
03983cdc6e357edc,0.03166228,0.005371822,0.0049031256,0.011094655,0.9724195,0.018550426,0.99573237,0.09366039,0.0029368696
090e256cc4ec07db,0.0150241945,0.013179037,0.006249013,0.18933648,0.005042456,0.012362377,0.7652029,0.011673623,0.012832844
010e7a11ea1b838b,0.01908885,0.006655006,0.0041775065,0.0038030306,0.002496577,0.0025369183,0.99901676,0.051028725,0.00192774
0167520e098406d7,0.02907314,0.005344779,0.0032054544,0.025317693,0.024712581,0.019786196,0.69553155,0.45397377,0.01936834
02fff48b84791410,0.012278873,0.0027784056,0.011986862,0.36755568,0.023483496,0.019116493,0.07040827,0.08756172,0.02868475
000d4f120d5a7303,0.03454614,0.004330591,0.003895026,0.0053574163,0.012171083,0.017521154,0.97542673,0.71323323,0.0040979167
03adaea1a9b87cc1,0.07570864,0.858557,0.00024228528,0.0026446583,0.0021115628,0.0015545462,0.016758164,0.955004,0.017058656
02504222cbe40ea3,0.0076514366,0.002474135,0.036148284,0.01301162,0.7132649,0.020778043,0.004973873,0.031342346,0.0028092312
0504f0c99c6fb1b3,0.02392454,0.0018990292,0.0058139646,0.018638087,0.31105283,0.024517704,0.008302804,0.97229445,0.004873299
01c75791e712fa9e,0.013868708,0.0057940246,0.006938914,0.05514586,0.007439491,0.012270074,0.9806727,0.07423835,0.0048411903
0581c2d22b6b6bbf,0.0066680596,0.0010578869,0.0030251676,0.0036601769,0.0031645454,0.0043663336,0.01756294,0.99965113,0.014011424
03a669efbb41891f,0.00094598765,0.0010977706,0.00042524765,0.022779644,0.00011508132,0.00021943328,0.039828803,0.006851542,0.9589383
001f1f993acff9a3,0.015947556,0.0042714276,0.0017260202,0.0064047775,0.0045163073,0.0037251452,0.91262245,0.9970701,0.0068088444
0340e35ec98048e4,0.005248121,0.0025465025,0.002589787,0.0027590704,0.00522394,0.003895831,0.004467827,0.9986632,0.0077580735
0386748d633da912,0.0023328932,0.0005331262,0.001374608,0.0057927724,0.0031938946,0.0012111317,0.018766262,0.017398313,0.9137114
05ad9d55f825844b,0.0042009447,0.0010028511,0.0035462235,0.027137881,0.7772849,0.01861849,0.085208274,0.013211273,0.009631778
00137446b1aec28c,0.04695044,0.016287552,0.013831071,0.012894877,0.019704333,0.075549304,0.722252,0.03354273,0.0045744893
0122cd5f826207ce,0.12803148,0.014420902,0.0031830706,0.004780074,0.0023269663,0.0031805406,0.9997906,0.004526446,0.009923077
06de073583318153,0.016770426,0.025949819,0.0010499947,0.020585595,0.0053495574,0.0050070477,0.08026873,0.9853547,0.007907561
063401ad5a44b398,0.00889925,0.005155931,0.0048411856,0.19199175,0.00613042,0.010241378,0.026977014,0.0011440739,0.15442643
01fb0ee47c013dcd,0.040417567,0.0040871575,0.008203669,0.073633246,0.04276211,0.04696183,0.8483809,0.054630622,0.0025717805
0288e61b01b0698a,0.0034359985,0.0048182327,0.017833313,0.045653667,0.000268424,0.0022373984,0.0020531171,0.48631582,0.09211645
0391647822bc2f48,0.03644967,0.026030192,0.0017560883,0.0170407,0.01837399,0.012854566,0.021070663,0.90958107,0.01750325
025d45d14a2e030a,0.018373106,0.0042426893,0.010547722,0.070367396,0.09153384,0.02353271,0.023507899,0.10669066,0.036733326
03d47521b4f7c891,0.007757562,0.0056156972,0.001875631,0.7266018,0.009067839,0.0048678075,0.042507343,0.0024670837,0.016402286
0524aaa519f4d7e8,0.0004661564,0.00096164754,0.0006992409,0.029233553,0.000112728136,0.00039200851,0.018501319,0.0014486719,0.9455787
058dca03a63b6378,0.00072692387,0.009427056,0.9717291,0.15443468,0.0034936452,0.001511381,0.0037787242,0.018004533,0.006199251
071f502640f22c18,0.034277942,0.0045193527,0.005750028,0.030428773,0.009289923,0.03602737,0.87270457,0.14070424,0.0064400826
09042c553d354fc7,0.015300463,0.0035861232,0.0071621104,0.06968195,0.35002792,0.03294087,0.93506676,0.011123524,0.0040879943
042a9489a2a5cc07,0.0046270466,0.001966174,0.0013605161,0.0010420643,0.0014965315,0.0016573463,0.0020944932,0.99987,0.0077194436
053163bb53ed1c5b,0.024288587,0.011601063,0.009591489,0.21490282,0.015027228,0.014916555,0.037843347,0.7105739,0.014823282
0766138e5135ff53,0.026693936,0.0153600685,0.0009746677,0.012996479,0.0034930643,0.004100932,0.93930614,0.0063352464,0.011224762
04da9a8974aafbe3,0.012047836,0.0072047724,0.006020445,0.044038076,0.0019366919,0.0071529043,0.9779002,0.04529488,0.01341793
07c9909c812cca81,0.051275965,0.0135290045,0.0019346818,0.010817531,0.0045761424,0.014921411,0.11271855,0.9380454,0.009722043
023d9a60bb7a99af,0.0033576984,0.00091943017,0.033874955,0.12700619,0.3202581,0.014215061,0.0031729075,0.005482794,0.0062627257
08850d4a94f331b0,0.013560262,0.006324866,0.13481769,0.029576292,0.020292008,0.067853585,0.007770662,0.15499233,0.02954298
06ff3bd643a0870b,0.0056949127,0.0009319356,0.0086087,0.011310319,0.015127005,0.018117141,0.014646414,0.9769933,0.0063379663
083a05ed7655d9db,0.0010147111,0.0010414752,0.0004872692,0.004302379,0.0003393183,0.00023374683,0.01030994,0.006062138,0.98830384
010f7cd1052dd11e,0.012896468,0.003957294,0.002692968,0.18083423,0.0113239195,0.0049577286,0.95944285,0.008931065,0.008578467
0070bebd6e8fd4af,0.011688195,0.008610389,0.0032783335,0.0777831,0.0067729196,0.010263027,0.030659202,0.0045013507,0.16323942
061f6577999de50d,0.0007470207,0.0006292645,0.00029651294,0.010363901,0.00028786587,0.00015402302,0.010596028,0.0023488072,0.97116387
00441d96a027ea2d,0.007638869,0.9895371,0.0043553463,0.003150313,0.0011265016,0.0012307345,0.027514357,0.034240898,0.010941264
00e25e9a4033f710,0.010547985,0.07845789,0.026336333,0.38580105,0.008616301,0.015725393,0.023360722,0.027219929,0.0071006697
029920ab4c47c7cf,0.0019402023,0.0015660939,0.009489441,0.06665798,0.90858954,0.003182198,0.007833594,0.007379131,0.00123889
06bb67542ee65e1a,0.027475143,0.10669291,0.0011310433,0.09314582,0.0015995983,0.0050583305,0.06395189,0.57267153,0.034320436
06fe9143b81bf421,0.015665296,0.013276225,0.0019309465,0.03393073,0.0015980295,0.0064520994,0.7299913,0.030087687,0.063974656
06df463e579a2fbe,0.006377356,0.017956074,0.005744837,0.34231386,0.0015400905,0.0045174803,0.2130709,0.060215008,0.024811842
08ec6ca6d230ff7e,0.04514163,0.0028220844,0.02672528,0.027279273,0.024205696,0.18982373,0.029757742,0.6623542,0.030672655
04f4d695934ff9b2,0.009577263,0.0048564244,0.002019131,0.002221845,0.006108823,0.005179708,0.0035884823,0.9960136,0.006514653
043c089637ff08ef,0.034543756,0.015190603,0.002612788,0.018119875,0.019786097,0.015867015,0.045268122,0.94206685,0.012330466
055da6a7106f8026,0.015599427,0.0050519,0.013057689,0.13594854,0.00924031,0.035117976,0.028024798,0.79092675,0.011058704
0086df2fc0ce8b76,0.02210679,0.011890004,0.0016035914,0.010994178,0.0023135333,0.004457935,0.98494726,0.11827297,0.008080713
039fef94359110dc,0.013158766,0.0070793037,0.001092448,0.0019212298,0.002011322,0.005399945,0.47540474,0.9979182,0.010382801
03694320ae8c5dc8,0.0102999415,0.0033922053,0.0023342741,0.002170299,0.0076188412,0.0068282024,0.0035616984,0.99897677,0.0069103893
02b3b1d8dcd35af6,0.022246717,0.0059285588,0.005079319,0.021308552,0.014086535,0.010504375,0.22431296,0.8986477,0.008343894
0750106cc6e14ee3,0.029752199,0.031763833,0.023961524,0.015608296,0.039113156,0.061585907,0.039219398,0.4358016,0.004168019
07e6e7ff99df0161,0.04640497,0.010087463,0.003495329,0.004529025,0.0077539915,0.020485861,0.8478217,0.8606557,0.008705227
05174777e362c121,0.03597481,0.004992679,0.010051254,0.013162749,0.01196567,0.02525481,0.96334755,0.27344695,0.0055582603
08e52a87ae978527,0.01777347,0.5249054,0.00037531691,0.0054013333,0.0017000304,0.0020947522,0.017169883,0.9951504,0.012489183
07e698b9b9d353ea,0.01157422,0.005714525,0.002178726,0.020617152,0.0064485213,0.0034273425,0.9955623,0.016116153,0.0070817214
057f88322cbc3a40,0.03714259,0.6374735,0.0035201237,0.007047263,0.0028756082,0.0045517567,0.0784431,0.22317068,0.022023626
0955557c29af445b,0.050049856,0.008616497,0.003786116,0.16072932,0.09424236,0.037544027,0.07896191,0.040544093,0.011416342
0478cad0744627ad,0.008976588,0.0060322015,0.0013395164,0.0022629816,0.0072611487,0.0036144038,0.002564253,0.9984843,0.00964957
082e5a1d12f04800,0.0024747434,0.0020113813,0.0007347546,0.0005846037,0.0009529836,0.0012734709,0.0030697496,0.9998696,0.005851059
07348ed63dddebb5,0.02795005,0.97631913,0.00095967564,0.0016281891,0.008335632,0.00313535,0.017778717,0.12499279,0.003899269
0392f67d7c18b931,0.0036704056,0.0033991828,0.1636448,0.36230308,0.011833171,0.009578759,0.0056286585,0.14899766,0.0034630005
082dd12d6722e4b3,0.0026057754,0.0009425132,0.028179824,0.0017436327,0.0063521713,0.0017542619,0.0005185676,0.99974006,0.0056248275
02aabe84e138c05f,0.010500654,0.00775776,0.0018799916,0.17746815,0.001992173,0.008504827,0.8778065,0.002841811,0.015790096
0932652752c9a521,0.014452491,0.004272063,0.008733805,0.0030439505,0.007549803,0.003988342,0.99831516,0.2925522,0.0053391373
00ae4845fb54114c,0.001948073,0.0109391855,0.52791667,0.002269244,0.010968589,0.01917276,0.002393264,0.009574318,0.07645114
07eb7ccefe96eaa5,0.0024464328,0.0015286943,0.0017153912,0.012089858,0.0006985435,0.0005039105,0.0018756071,0.009768979,0.98061085
02c1035aa32fac96,7.7697245e-05,0.00048140076,0.9884392,0.0012769022,0.050860636,7.9198595e-05,0.00024679647,0.007032437,0.009783636
0852260b3aaa51b6,0.0070572863,0.0052046403,0.00094208407,0.0015283596,0.003280715,0.005009165,0.020227438,0.9989542,0.009418034
04ef5a75b8a1af7f,0.018622573,0.010618087,0.009809428,0.007997439,0.008879731,0.028079232,0.007849964,0.9294864,0.015661944
0632678b58bd3de5,0.0039223614,0.0034816389,0.032583687,0.004191274,0.007140152,0.0054021683,0.0023642483,0.017803172,0.5606852
05a2e18d50b128e3,0.024198955,0.005940146,0.008201875,0.010008836,0.004299282,0.017951248,0.99398,0.87287307,0.011946186
045c6158fa2948fe,0.0046208403,0.0067534545,0.7350968,0.0061220615,0.04508923,0.038937636,0.006122981,0.023522472,0.005702662
0452435176c693a1,0.0029594502,0.0077589643,0.0017360755,0.017419895,0.006508733,0.010863999,0.020514648,0.0036284248,0.34928536
05e0bc8982bcdae2,0.021484291,0.034857348,0.0036917622,0.019688917,0.004685472,0.0123417955,0.094921246,0.7077918,0.01240606
07aff754d2da3dfd,0.04928581,0.05122605,0.008681433,0.13715965,0.039952904,0.040361393,0.0062501556,0.09015714,0.016343188
0020376025dd8092,0.021040346,0.010662748,0.002600363,0.0015799259,0.005849207,0.0037720667,0.9994543,0.13632935,0.002964931
0129ac839d78976e,0.07264591,0.010044409,0.0040609976,0.00622445,0.0051473826,0.011189675,0.97907996,0.72086734,0.0059692515
030c555358ede316,0.016763179,0.0022793359,0.077299915,0.0068571274,0.02206255,0.059454177,0.005551747,0.79766107,0.0047910935
055e9b88d012d2b2,0.005466282,0.003641512,0.0017123324,0.0015728995,0.0023018396,0.0013168851,0.0025847184,0.99974316,0.0055761165
001ed6d4be00614b,9.648625e-05,0.0022832528,0.9997361,0.009685673,0.006549768,0.0007752219,0.0007751838,0.0029288155,0.0011134422
001ceebc43e65027,0.087862894,0.012239079,0.005002237,0.008245837,0.009992138,0.011012288,0.9692814,0.76434,0.008696663
021188634afb829d,0.055034533,0.008248365,0.0019356627,0.003121397,0.0021070642,0.0051478855,0.9125832,0.91174996,0.006720525
0657415a7f4e73ff,0.04437569,0.017924914,0.010092764,0.06959925,0.015210356,0.0815527,0.015766134,0.22283354,0.0716726
0165e972b8f13970,0.008166949,0.0018800168,0.0025867464,0.00187229,0.008524484,0.004613992,0.9990501,0.006809108,0.010884126
01bc25592f9c0421,0.022883171,0.007793516,0.008582165,0.052341744,0.01493985,0.026057478,0.86274165,0.008920692,0.0033671262
06db85ccb61055ad,0.003962545,0.0041647945,0.004913589,0.9636111,0.005070947,0.001330422,0.006484693,0.05707358,0.0017222891
01be0e2708f0e608,0.00056150014,0.0162638,0.99710184,0.01770291,0.0035694353,0.0013366516,0.0017769826,0.027606394,0.004346881
014fab919f5233c4,0.103476875,0.014093081,0.0085994555,0.057134937,0.012305456,0.052354816,0.08253643,0.17423141,0.027802208
008c3875d1e3db70,0.09218237,0.025759997,0.013974202,0.006932553,0.0058553955,0.016861262,0.9954836,0.005139599,0.009971775
08d0fd99562d564b,0.0058836066,0.0051046186,0.03392014,0.01959561,0.005691493,0.0241061,0.0101108495,0.9749436,0.0053581856
0030a3760c6e27f3,0.019023877,0.0034481434,0.006790202,0.03231151,0.015649885,0.009521205,0.980355,0.049842123,0.0038838235
0031db73bf0939c3,0.016122492,0.35602155,0.0006042136,0.0054271366,0.0023608967,0.0013989527,0.0066140043,0.98518986,0.037294485
00f294c53a1daba6,0.057407953,0.012312216,0.027749348,0.0043634507,0.08678124,0.38245985,0.78304774,0.17072304,0.0034734062
02658e02091aa0a3,0.016207624,0.0023789192,0.015379747,0.06058518,0.026194174,0.09250973,0.020656426,0.88643557,0.010812796
08b0f94f485878e7,0.114904515,0.012023233,0.0046562105,0.036583595,0.0059970547,0.015988452,0.9588834,0.25376868,0.009024829
07848e4b1446e467,0.019155117,0.9854074,0.00048810136,0.011400703,0.001603664,0.00029245712,0.0136093665,0.47944778,0.005164969
093f9b16e170d78a,0.027975705,0.010645498,0.00848987,0.006393929,0.017517952,0.018019808,0.9956028,0.37007448,0.0053717736
0821d6790726a04c,0.09595413,0.05049079,0.0011756641,0.051773455,0.004318455,0.008611964,0.82382816,0.10002328,0.01173242
06aca0abfaed9062,0.017580753,0.028085576,0.003506653,0.12168293,0.0029882055,0.008647979,0.025065178,0.8532129,0.019017708
